product_author,product_name,product_price,product_rating
Kristin Kimball,Good Husbandry: A Memoir,$19.59,11
David Norman,Bread on the Table: Recipes for Making and Enjoying Europe's Most Beloved Breads [A Baking Book],$23.99,25
Unkown,American Boy: The Opioid Crisis and the Sister Left Behind,$12.99,7
J.J. Grabenstein,Shine!,$16.99,4
Unkown,The Quantum Oracle: A 53-Card Deck and Guidebook,$22.33,3
James Emery White,Christianity for People Who Aren’t Christians,$16.99,17
Unkown,Lonely Planet India (Travel Guide),$30.28,2
Unkown,Stephen King's The Dark Tower: The Gunslinger: The Complete Graphic Novel Series,$94.72,1
Unkown,"The Winter Army: The World War II Odyssey of the 10th Mountain Division, America's Elite Alpine Warriors",$23.72,17
Unkown,The New Black Vanguard: Photography Between Art and Fashion,$46.90,
Jody Houser,Star Wars: Tie Fighter,$11.19,4
Unkown,Running the Corporate Offense: Lessons in Effective Leadership from the Bench to the Board Room,$20.66,1
Unkown,Women on Food,$27.00,
Unkown,"Why We Quilt: Contemporary Makers Speak Out about the Power of Art, Activism, Community, and Creativity",$24.49,10
David Dann,Guitar King: Michael Bloomfield's Life in the Blues,$35.96,
Clive Cussler,Sea of Greed (The NUMA Files Book 16),$9.99,396
Unkown,Clipping Our Wings: The Inequality of Albanian Women and The Neglect of Mental Health,$22.50,16
Liz Climo,Please Don't Eat Me,$12.99,1
Julie Thomas,Little Farmstead Living: Creating a Country Life Just Past the City Limits,$22.54,13
Christine Muhlke,Signature Dishes That Matter,$38.03,
Unkown,Vanity Fair's Women on Women,$27.00,1
Dan Lok,"Unlock It: The Master Key to Wealth, Success, and Significance",$17.49,10
Dan Sullivan,Official Google Cloud Certified Professional Cloud Architect Study Guide,$44.42,
Unkown,Darkstalkers: Official Complete Works Hardcover,$33.72,3
George Soros,In Defense of Open Society,$22.01,1
Lara Maiklem,Mudlark: In Search of London's Past Along the River Thames,$20.14,1
Diana Palmer,Wyoming Heart (Wyoming Men Book 9),$6.99,13
Andrea Dow,An Intermediate Performance Companion For Pop Studies 1: The WunderKeys Essential Piano Collection,$13.95,2
Rana Foroohar,Don't Be Evil: How Big Tech Betrayed Its Founding Principles -- and All of Us,$14.99,1
Cressida Cowell,The Wizards of Once: Knock Three Times,$11.99,7
Aneko Yusagi,The Rising of the Shield Hero Volume 14,$8.69,13
Jenny Hale,"Christmas at Silver Falls: A heartwarming, feel good Christmas romance",$3.99,19
Unkown,Frostgrave: Perilous Dark,$21.07,2
Wanda E. Brunstetter,Amish Front Porch Stories: 18 Short Tales of Simple Faith and Wisdom,$14.89,20
Unkown,National Geographic: United States Classic Wall Map (43.5 x 30.5 inches) (National Geographic Reference Map),$18.95,283
Brendan Burns,Kubernetes: Up and Running: Dive into the Future of Infrastructure,$47.99,2
Monica the Medium,Messages from Above: What Your Loved Ones in Heaven Want You to Know,$16.99,
DJ Molles,Primal (Lee Harden Series (The Remaining Universe) Book 3),$0.00,56
Unkown,The Quintessential Quintuplets 6,$8.49,3
Unkown,Supernatural 2020 Wall Calendar,$12.96,3
Unkown,American Cuisine: And How It Got This Way,$29.99,
Clark Strand,The Way of the Rose: The Radical Path of the Divine Feminine Hidden in the Rosary,$20.00,6
Unkown,The Heavens are Open,$18.99,
Fabien Baron,Fabien Baron: Works 1983-2019,$151.09,1
Gavin Edwards,Kindness and Wonder: Why Mister Rogers Matters Now More Than Ever,$18.52,2
Robby Gallaty,"Recovered: How an Accident, Alcohol, and Addiction Led Me to God",$12.22,23
Macrina Wiederkehr,The Flowing Grace of Now: Encountering Wisdom through the Weeks of the Year,$15.39,7
Unkown,"Baltic: New and Old Recipes from Estonia, Latvia and Lithuania",$31.50,
Erin Hunter,Warriors: A Vision of Shadows #6: The Raging Storm,$7.99,73
Unkown,"NIV, Life Application Study Bible, Third Edition, Leathersoft, Gray/Pink, Red Letter Edition, Thumb Indexed",$76.49,
Karen Frazier,The Dream Interpretation Handbook: A Guide and Dictionary to Unlock the Meanings of Your Dreams,$10.06,7
Unkown,Ski Inc. 2020: Alterra Counters Vail Resorts; Mega-Passes Transform the Landscape; The Industry Responds and Flourishes. for Skiing? a North American Renaissance.,$29.95,1
Unkown,Rhythms of Renewal Study Guide: Trading Stress and Anxiety for a Life of Peace and Purpose,$13.89,1
Unkown,PCAT Prep Plus 2020-2021: 2 Practice Tests + Proven Strategies + Online (Kaplan Test Prep),$38.49,
John Jantsch,The Self-Reliant Entrepreneur: 366 Daily Meditations to Feed Your Soul and Grow Your Business,$17.76,19
Aka Akasaka,"Kaguya-sama: Love Is War, Vol. 11 (11)",$8.99,2
Brant Pinvidic,The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation,$19.59,30
Jerry Scott,Surviving the Great Indoors: A Baby Blues Collection (Volume 36),$13.29,3
Unkown,A Marvelous Life: The Amazing Story of Stan Lee,$21.65,3
Unkown,Ascender Volume 1,$9.79,3
Mike Edison,Sympathy for the Drummer: Why Charlie Watts Matters,$22.00,1
Unkown,Grease: The Director's Notebook,$31.49,1
Unkown,Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone,$0.00,237
Unkown,"Alta California: From San Diego to San Francisco, A Journey on Foot to Rediscover the Golden State",$26.00,
Unkown,Baltimore Omnibus Volume 1,$24.49,2
Walter Scheidel,Escape from Rome: The Failure of Empire and the Road to Prosperity (The Princeton Economic History of the Western World),$31.50,1
Scott Stratten,"The Jackass Whisperer: How to deal with the worst people at work, at home and online―even when the Jackass is you",$15.95,
Unkown,Tidying Up with Marie Kondo: The Book Collection: The Life-Changing Magic of Tidying Up and Spark Joy,$25.49,
Deborah Levy,The Man Who Saw Everything,$9.10,11
Unkown,The Name of All Things,$0.00,5
Anna Lee Huber,Penny for Your Secrets (A Verity Kent Mystery Book 3),$9.99,36
Mary A. Blythe,Wool Appliqué Heirlooms: 15 Antique-Inspired Projects & Techniques,$24.26,3
Mary Oliver,Upstream: Selected Essays,$15.30,258
Vi Keeland,Dirty Letters,$0.00,315
National Geographic,Epic Journeys: 245 Life-Changing Adventures,$32.00,2
Unkown,Weather Guide 2020 Wall Calendar,$14.10,1
Paul L. Williams,The Killing of Uncle Sam: The Demise of the United States of America,$16.49,227
Unkown,MUNCHIES Guide to Dinner: How to Feed Yourself and Your Friends [A Cookbook],$23.73,
Theodore Gray,How Things Work: The Inner Life of Everyday Machines,$22.64,1
Stephen McCranie,Stephen McCranie's Space Boy Volume 5,$8.49,3
Unkown,The International Best Dressed List: The Official Story,$40.32,2
Jennifer Raye,A Year of Mindfulness: A 52-Week Guided Journal to Cultivate Peace and Presence,$11.47,5
Lucinda Riley,The Sun Sister (The Seven Sisters),$23.82,1
Chris Epting,Idol Truth: A Memoir,$25.20,8
Unkown,"The Queen Next Door: Aretha Franklin, An Intimate Portrait (Painted Turtle)",$34.55,5
Robert Forczyk,Case White: The Invasion of Poland 1939,$24.96,2
Unkown,Sign and Thrive: How to Make Six Figures As a Mobile Notary and Loan Signing Agent,$16.99,25
Unkown,"NIV, Life Application Study Bible, Third Edition, Bonded Leather, Burgundy, Red Letter Edition, Thumb Indexed",$49.77,
Gerald L. Sittser,"Resilient Faith: How the Early Christian ""Third Way"" Changed the World",$16.24,1
David Browne,Jeff Buckley: His Own Voice,$29.36,2
Unkown,SMITTEN This Is What Love Looks Like: Poetry by Women for Women an Anthology,$14.39,11
Unkown,Stanley Donwood: There Will Be No Quiet,$36.49,
Don Rosa,The Complete Life and Times of Scrooge McDuck Vols. 1-2 Boxed Set (The Complete Life and Times of Scrooge McDuck),$53.99,4
Unkown,"Abandoned Cold War Places: Nuclear Bunkers, Submarine Bases, Missile Silos, Airfields and Listening Posts from the World's Most Secretive Conflict",$27.58,
Lawrence Lessig,They Don't Represent Us: Reclaiming Our Democracy,$18.91,
Unkown,Teemu Selanne: My Life,$25.20,1
Cathy Lamb,All About Evie,$9.99,68
Mark DeYmaz,Coming Revolution in Church Economics,$17.99,4
Coco Morante,The Ultimate Instant Pot Healthy Cookbook: 150 Deliciously Simple Recipes for Your Electric Pressure Cooker,$20.99,5
John Sandford,Bloody Genius (A Virgil Flowers Novel Book 12),$14.99,548
Unkown,"Checkpoint Charlie: The Cold War, The Berlin Wall, and the Most Dangerous Place On Earth",$22.70,
Rosaria Munda,Fireborne (THE AURELIAN CYCLE),$12.38,63
Rob Buyea,The Perfect Star (The Perfect Score Series),$11.37,1
Unkown,Saban's Power Rangers Original Graphic Novel: The Psycho Path (Mighty Morphin Power Rangers),$13.99,7
Mark Stuart,Losing My Voice to Find It: How a Rockstar Discovered His Greatest Purpose,$24.99,2
Unkown,Heirs of Roman Persecution: Studies on a Christian and Para-Christian Discourse in Late Antiquity,$150.00,
Unkown,"Creature Girls: A Field Journal in Another World, Vol. 2",$12.59,3
Unkown,Selbu Mittens: Discover the Rich History of a Norwegian Knitting Tradition with Over 500 Charts and 35 Classic Patterns,$38.15,
Jade Summer,"Cute Christmas: An Adult Coloring Book with Cheerful Santas, Silly Reindeer, Adorable Elves, Loving Animals, Happy Kids, and More!",$6.99,2
Unkown,Withrow and MacEwen's Small Animal Clinical Oncology,$132.41,
Unkown,Parable of the Sower & Parable of the Talents Boxed Set,$39.99,1
Mike Lowery,Everything Awesome About Dinosaurs and Other Prehistoric Beasts!,$12.19,3
Penny Reid,Beard Necessities (Winston Brothers Book 7),$5.99,149
Unkown,Peculiar Questions and Practical Answers: A Little Book of Whimsy and Wisdom from the Files of the New York Public Library,$16.59,1
Rachel Hauck,The Wedding Dress Christmas: (Small Town Romance) (The Wedding Collection),$2.99,45
Unkown,Churchill: Walking with Destiny,$0.00,376
Armand King,Raised in Pimp City: The Uncut Truth About Domestic Human Sex Trafficking,$23.66,4
Philip Klein,Fear Your Future: How the Deck Is Stacked against Millennials and Why Socialism Would Make It Worse (New Threats to Freedom Series),$11.66,2
Unkown,Sometimes I'm Anxious: A Child's Guide to Overcoming Anxiety,$9.99,
Korie Herold,Our Christmas Story: A Modern Christmas Memory Book,$35.99,18
Lori Wilde,"The Christmas Dare: A Twilight, Texas Novel",$6.99,22
Robert Schwebel Ph.D.,"Leap of Power: Take Control of Alcohol, Drugs and Your Life",$8.00,4
Elizabeth Semmelhack,Sneakers x Culture: Collab,$37.65,
Melissa Camara Wilkins,Permission Granted: Be Who You Were Made to Be and Let Go of the Rest,$15.29,11
Marilyn Hickey,It’s Not Over Until You Win: My lifetime of experiencing the miracles of God,$9.95,23
Unkown,Lair: Radical Homes and Hideouts of Movie Villains (More...),$41.84,
Jayne Ann Krentz,Untouchable,$7.99,259
Unkown,Walking Through Anger: A New Design for Confronting Conflict in an Emotionally Charged World,$16.20,7
Roland De Wolk,American Disruptor: The Scandalous Life of Leland Stanford,$32.60,1
Molly Stevens,"All About Dinner: Simple Meals, Expert Advice",$38.04,2
Unkown,Patches of Stars: 17 Quilt Patterns and a Gallery of Inspiring Antique Quilts,$26.99,3
Adam Nevill,The Reddening: A Gripping Folk-Horror Thriller from the Author of The Ritual.,$0.00,10
Unkown,Dragon's Crown: Official Artworks,$35.99,2
Unkown,Handbook of Neurosurgery,,
Yoshiki Nakamura,"Skip·Beat!, Vol. 43 (43)",$7.81,2
Unkown,Bible Storybook from The Bible App for Kids,$16.19,1
Jodi Thomas,A Texas Kind of Christmas,$9.99,8
Unkown,"Targeted: The Cambridge Analytica Whistleblower's Inside Story of How Big Data, Trump, and Facebook Broke Democracy and How It Can Happen Again",$0.00,1
Unkown,Moths: A Complete Guide to Biology and Behavior,$17.77,7
Unkown,American Science Fiction: Eight Classic Novels of the 1960s 2C BOX SET: The High Crusade / Way Station / Flowers for Algernon / ... And Call Me Conrad ... / Nova / Emphyrio (Library of America),$46.38,
Unkown,X-Men XXL by Jim Lee,$90.00,4
Jeff Lowenfels,DIY Autoflowering Cannabis: An Easy Way to Grow Your Own (Homegrown City Life),$22.49,1
Unkown,Colorful Dreams,$17.49,5
Julian Barnes,The Man in the Red Coat,$17.07,
Lisa Gardner,Never Tell: A Novel (A D.D. Warren and Flora Dane Novel),$9.99,478
Suzanne Lang,Grumpy Monkey Party Time!,$15.29,3
Unkown,The New York Times Hardest Crosswords Volume 5: 50 Friday and Saturday Puzzles to Challenge Your Brain,$8.99,
R. R. Reno,"Return of the Strong Gods: Nationalism, Populism, and the Future of the West",$19.94,4
Unkown,The Art of Film Projection: A Beginner's Guide,$20.72,
Sophie Jordan,The Duke's Stolen Bride: The Rogue Files,$6.99,19
Andrew Hussie,"Homestuck, Book 5: Act 5 Act 2 Part 1: Book 5: Act 5 Act 2 Part 1 (5)",$17.49,4
Amy Newmark,Chicken Soup for the Soul: It's Beginning to Look a Lot Like Christmas: 101 Tales of Holiday Love and Wonder,$14.49,
Unkown,Getting Good at Getting Older,$17.95,12
Unkown,Quicken Willmaker & Trust 2020: Book & Software Kit,$64.76,1
Ashley Bryan,Infinite Hope: A Black Artist's Journey from World War II to Peace,$18.59,3
Matthew Goodman,"The City Game: Triumph, Scandal, and a Legendary Basketball Team",$24.49,1
Lorelei James,Spun Out (Blacktop Cowboys Novel Book 10),$9.99,131
Alli Koch,Bloom: A Coloring Book,$14.99,22
Unkown,Black Science Volume 9: No Authority But Yourself,$12.19,
Unkown,"Smithsonian American Women: Remarkable Objects and Stories of Strength, Ingenuity, and Vision from the National Collection",$33.00,4
Unkown,Alice's Adventures in Wonderland & Through the Looking-Glass,$26.99,1
Unkown,A Tale of Two Cities (Seasons Edition -- Winter),$26.99,2
Unkown,Where To Go When: Unforgettable Trips for Every Month (DK Eyewitness Travel Guide),$21.49,
Kelli  Shallal RD,Meal Prep for Weight Loss: Weekly Plans and Recipes to Lose Weight the Healthy Way,$6.99,23
Wesley Hill,The Lord's Prayer: A Guide to Praying to Our Father (Christian Essentials),$15.99,2
Gary Roe,Comfort for the Grieving Spouse's Heart: Hope and Healing After Losing Your Partner,$4.49,51
Unkown,Ripley’s Believe It or Not! 2020,$25.80,5
Anne Kennard DO,Nourish: An Integrative Medicine Cookbook,$5.99,7
Unkown,Breastfeeding and Human Lactation,$106.99,
Klaus Honnef,Pop Art (Basic Art Series 2.0),$12.99,22
Unkown,Pity the Reader: On Writing With Style,$31.40,
Unkown,"NIV, Life Application Study Bible, Third Edition, Leathersoft, Brown, Red Letter Edition, Thumb Indexed",$54.30,
Lawrence A. Cunningham,"The Essays of Warren Buffett: Lessons for Corporate America, Fifth Edition",$30.32,271
Terry Savage,The Savage Truth on Money,$9.99,12
Unkown,The Kids' Book of Paper Love: Write. Craft. Play. Share. (Flow),$14.21,2
Unkown,Frommers Hawaii 2020 (Frommer's Complete Guide),$26.29,
Unkown,Renaître (French Edition),$18.74,4
Tom DeLonge,"Sekret Machines: Man: Sekret Machines Gods, Man, and War Volume 2",$19.59,2
Unkown,Necropolitics (Theory in Forms),$25.95,
Yamatogawa,Power Play! (Hentai Manga),$15.50,23
Saira Mir,Muslim Girls Rise: Inspirational Champions of Our Time,$16.19,13
Cyrus Grace Dunham,A Year Without a Name: A Memoir,$23.40,5
Amy Latta,Hand Lettering for Faith: A Christian Workbook for Creating Inspired Art,$13.57,9
Unkown,The Art of Fine Enameling,$37.95,
Unkown,Lemon. How the advertising brain turned sour,$60.00,
Unkown,Trust-Based Leadership: Marine Corps Leadership Concepts for Today's Business Leaders,$29.95,1
Sarah J. Maas,Throne of Glass (Throne of Glass series Book 1),$6.26,"3,557"
Unkown,All Star Comics: Only Legends Live Forever,$33.99,2
FUSE,That Time I Got Reincarnated As A Slime Vol. 11,$8.79,1
Unkown,Intelligence for Dummies: Essays and Other Collected Writings,$31.50,
Unkown,"Physical Medicine and Rehabilitation Board Review, Fourth Edition",$124.38,
Unkown,Confessions of a Proverbs 32 Woman: How I Went from Messed Up to Blessed Up Without Changing a Single Thing,$14.99,31
Unkown,Adaptogens: Herbs for Longevity and Everyday Wellness (Ritual Wellness),$16.95,1
Bella Forrest,Harley Merlin 13: Finch Merlin and the Locked Gateway,$0.00,4
Unkown,"CSB Tony Evans Study Bible, Black Genuine Leather, Indexed",$89.99,
